"state","county","sex","total_arc_mean","total_arc_lb","total_arc_ub","daily_arc_mean","daily_arc_lb","daily_arc_ub"
"Texas","Gray County","Females",-1.21,-3.12,0.51,-2.2,-4.19,-0.23
"Texas","Gray County","Both",-0.77,-2.35,0.67,-1.79,-3.53,-0.12
"Texas","Grayson County","Males",-1.06,-2.41,0.26,-1.63,-3.09,-0.26
"Texas","Grayson County","Females",-0.77,-2.6,0.99,-1.55,-3.6,0.41
"Texas","Grayson County","Both",-0.92,-2.49,0.61,-1.59,-3.27,0.01
"Texas","Gregg County","Males",-0.4,-1.62,0.89,-1.58,-2.93,-0.2
"Texas","Gregg County","Females",-1.34,-2.87,0.31,-2.11,-3.92,-0.33
"Texas","Gregg County","Both",-0.84,-2.21,0.64,-1.83,-3.41,-0.34
"Texas","Grimes County","Males",-0.64,-1.89,0.6,-1.46,-3.02,-0.06
"Texas","Grimes County","Females",-0.39,-2.21,1.41,-1.22,-3.39,0.94
"Texas","Grimes County","Both",-0.53,-2.03,0.95,-1.35,-3.19,0.34
"Texas","Guadalupe County","Males",-1.76,-3.1,-0.32,-2.77,-4.29,-1.18
"Texas","Guadalupe County","Females",-1.27,-3.1,0.67,-2.36,-4.45,-0.14
"Texas","Guadalupe County","Both",-1.54,-3.1,0.09,-2.59,-4.34,-0.7
"Texas","Hale County","Males",-1.08,-2.5,0.38,-1.96,-3.6,-0.48
"Texas","Hale County","Females",-0.83,-2.83,1.28,-1.63,-3.99,0.52
"Texas","Hale County","Both",-0.97,-2.65,0.79,-1.82,-3.73,-0.08
"Texas","Hall County","Males",-1.11,-2.51,0.31,-2.26,-3.86,-0.52
"Texas","Hall County","Females",-0.99,-2.89,1.07,-2.03,-4.05,0.45
"Texas","Hall County","Both",-1.05,-2.69,0.62,-2.16,-3.87,-0.13
"Texas","Hamilton County","Males",-0.45,-1.81,0.92,-1.3,-2.82,0.25
"Texas","Hamilton County","Females",-0.32,-2.3,1.68,-1.33,-3.55,0.86
"Texas","Hamilton County","Both",-0.39,-2.01,1.25,-1.31,-3.12,0.53
"Texas","Hansford County","Males",-1.07,-2.52,0.34,-2.3,-3.97,-0.73
"Texas","Hansford County","Females",-1.64,-3.68,0.42,-2.71,-5,-0.43
"Texas","Hansford County","Both",-1.32,-3.03,0.38,-2.48,-4.39,-0.6
"Texas","Hardeman County","Males",-1.14,-2.44,0.33,-2.28,-3.82,-0.7
"Texas","Hardeman County","Females",-1.07,-2.89,0.98,-2.24,-4.33,0
"Texas","Hardeman County","Both",-1.11,-2.63,0.62,-2.26,-4.06,-0.39
"Texas","Hardin County","Males",-0.51,-1.81,0.9,-1.42,-2.86,0.14
"Texas","Hardin County","Females",-0.26,-2.07,1.69,-1.09,-3.1,1.2
"Texas","Hardin County","Both",-0.39,-1.93,1.24,-1.26,-2.92,0.61
"Texas","Harris County","Males",-1.18,-2.05,-0.32,-2.4,-3.45,-1.38
"Texas","Harris County","Females",-2.19,-3.22,-1.11,-2.89,-4.22,-1.62
"Texas","Harris County","Both",-1.59,-2.53,-0.65,-2.61,-3.76,-1.48
"Texas","Harrison County","Males",-0.39,-1.52,0.86,-1.56,-2.98,-0.12
"Texas","Harrison County","Females",-1.09,-2.62,0.61,-2.05,-4.03,-0.09
"Texas","Harrison County","Both",-0.72,-2.04,0.74,-1.79,-3.5,-0.13
"Texas","Hartley County","Males",-0.67,-1.98,0.7,-1.65,-3.11,-0.21
"Texas","Hartley County","Females",-1.1,-3.05,0.9,-2.07,-4.14,0.09
"Texas","Hartley County","Both",-0.86,-2.48,0.81,-1.84,-3.56,-0.12
"Texas","Haskell County","Males",-0.71,-2.1,0.7,-1.58,-3.05,-0.05
"Texas","Haskell County","Females",-0.78,-2.71,1.22,-1.72,-3.82,0.57
"Texas","Haskell County","Both",-0.74,-2.36,0.95,-1.65,-3.44,0.17
"Texas","Hays County","Males",-1.65,-3.17,-0.14,-2.99,-4.7,-1.27
"Texas","Hays County","Females",-1.67,-3.73,0.44,-2.27,-4.6,0.14
"Texas","Hays County","Both",-1.66,-3.4,0.08,-2.68,-4.6,-0.73
"Texas","Hemphill County","Males",-0.44,-1.83,0.95,-1.2,-2.82,0.39
"Texas","Hemphill County","Females",-0.16,-2.15,1.88,-0.75,-3.03,1.56
"Texas","Hemphill County","Both",-0.31,-1.98,1.35,-0.99,-2.92,0.9
"Texas","Henderson County","Males",-0.75,-1.96,0.51,-1.55,-2.93,-0.13
"Texas","Henderson County","Females",0.57,-0.97,2.27,-0.34,-2.18,1.59
"Texas","Henderson County","Both",-0.1,-1.47,1.32,-0.96,-2.56,0.7
"Texas","Hidalgo County","Males",-1.45,-2.77,-0.07,-3,-4.7,-1.29
"Texas","Hidalgo County","Females",-3.74,-5.57,-1.78,-3.76,-5.97,-1.38
"Texas","Hidalgo County","Both",-2.22,-3.72,-0.66,-3.26,-5.09,-1.37
"Texas","Hill County","Males",-0.88,-2.34,0.43,-1.83,-3.35,-0.22
"Texas","Hill County","Females",-0.61,-2.65,1.25,-1.21,-3.41,0.93
"Texas","Hill County","Both",-0.75,-2.46,0.8,-1.54,-3.4,0.35
"Texas","Hockley County","Males",-1.74,-3.13,-0.29,-2.76,-4.37,-1.17
"Texas","Hockley County","Females",-1.62,-3.58,0.42,-2.62,-4.73,-0.36
"Texas","Hockley County","Both",-1.69,-3.3,0.04,-2.7,-4.47,-0.87
"Texas","Hood County","Males",-0.75,-2.1,0.55,-1.52,-2.98,0.05
"Texas","Hood County","Females",-0.4,-2.2,1.39,-0.97,-3.01,1.17
"Texas","Hood County","Both",-0.59,-2.15,0.94,-1.26,-3,0.61
"Texas","Hopkins County","Males",-0.82,-2.15,0.59,-1.68,-3.17,-0.17
"Texas","Hopkins County","Females",-0.84,-2.69,1.05,-1.75,-3.83,0.35
"Texas","Hopkins County","Both",-0.83,-2.41,0.78,-1.71,-3.51,0.06
"Texas","Houston County","Males",0.06,-1.13,1.32,-1.05,-2.48,0.47
"Texas","Houston County","Females",0.35,-1.36,2.15,-0.93,-2.95,1.25
"Texas","Houston County","Both",0.19,-1.23,1.68,-0.99,-2.67,0.75
"Texas","Howard County","Males",-0.27,-1.57,1.01,-1.07,-2.53,0.44
"Texas","Howard County","Females",-0.44,-2.33,1.47,-1.36,-3.42,0.73
"Texas","Howard County","Both",-0.34,-1.91,1.2,-1.2,-2.93,0.52
"Texas","Hudspeth County","Males",-1.2,-2.66,0.33,-2.19,-3.98,-0.41
"Texas","Hudspeth County","Females",-0.99,-3.22,1.37,-1.87,-4.52,0.66
"Texas","Hudspeth County","Both",-1.12,-2.88,0.74,-2.06,-4.15,-0.03
"Texas","Hunt County","Males",-0.53,-1.91,0.68,-1.28,-2.84,0.23
"Texas","Hunt County","Females",-0.51,-2.42,1.19,-1.25,-3.35,0.84
"Texas","Hunt County","Both",-0.52,-2.15,0.9,-1.27,-3.09,0.49
"Texas","Hutchinson County","Males",-0.44,-1.81,0.92,-1.27,-2.78,0.1
"Texas","Hutchinson County","Females",-0.83,-2.72,1.09,-1.57,-3.68,0.42
"Texas","Hutchinson County","Both",-0.62,-2.24,1.01,-1.41,-3.22,0.2
"Texas","Irion County","Males",-0.13,-1.5,1.24,-0.6,-2.33,1.07
"Texas","Irion County","Females",0.93,-1.02,2.86,0.39,-1.94,2.61
"Texas","Irion County","Both",0.35,-1.26,1.99,-0.15,-2.1,1.73
"Texas","Jack County","Males",0,-1.33,1.32,-1.03,-2.44,0.47
"Texas","Jack County","Females",-0.59,-2.57,1.27,-1.31,-3.37,0.82
"Texas","Jack County","Both",-0.27,-1.9,1.28,-1.16,-2.88,0.66
"Texas","Jackson County","Males",-0.78,-2.08,0.49,-1.71,-3.27,-0.21
"Texas","Jackson County","Females",-1.37,-3.17,0.54,-2.12,-4.3,0.02
"Texas","Jackson County","Both",-1.05,-2.57,0.51,-1.9,-3.71,-0.17
"Texas","Jasper County","Males",-0.66,-1.94,0.68,-1.63,-3.07,-0.18
"Texas","Jasper County","Females",-0.14,-1.94,1.76,-1.02,-3.02,1.13
"Texas","Jasper County","Both",-0.42,-1.95,1.18,-1.34,-3.03,0.34
"Texas","Jeff Davis County","Males",-0.78,-2.22,0.86,-1.59,-3.17,0.15
"Texas","Jeff Davis County","Females",-0.01,-2.05,2.35,-0.61,-2.97,1.87
"Texas","Jeff Davis County","Both",-0.47,-2.16,1.47,-1.17,-3.12,0.86
"Texas","Jefferson County","Males",-0.22,-1.5,1.05,-1.55,-2.95,-0.04
"Texas","Jefferson County","Females",-0.72,-2.45,1.03,-1.46,-3.32,0.66
"Texas","Jefferson County","Both",-0.44,-1.92,1.06,-1.51,-3.07,0.24
"Texas","Jim Hogg County","Males",-1.37,-3.01,0.21,-2.34,-4.24,-0.57
"Texas","Jim Hogg County","Females",-1.75,-4.16,0.66,-2.18,-4.91,0.23
"Texas","Jim Hogg County","Both",-1.51,-3.39,0.39,-2.28,-4.44,-0.25
"Texas","Jim Wells County","Males",-1.03,-2.49,0.4,-2.01,-3.62,-0.26
"Texas","Jim Wells County","Females",-1.87,-4.02,0.24,-2.23,-4.57,0.28
"Texas","Jim Wells County","Both",-1.36,-3.12,0.33,-2.1,-3.97,-0.1
"Texas","Johnson County","Males",-1.1,-2.44,0.23,-1.89,-3.44,-0.36
"Texas","Johnson County","Females",-0.37,-2.16,1.42,-0.85,-2.91,1.15
"Texas","Johnson County","Both",-0.76,-2.3,0.81,-1.4,-3.18,0.33
"Texas","Jones County","Males",-0.45,-1.8,0.74,-1.37,-2.9,0.05
"Texas","Jones County","Females",-0.26,-2.31,1.53,-1.22,-3.38,0.91
"Texas","Jones County","Both",-0.37,-2.01,1.07,-1.3,-3.12,0.44
"Texas","Karnes County","Males",-0.82,-2.08,0.57,-1.73,-3.31,-0.32
"Texas","Karnes County","Females",-1.43,-3.41,0.73,-2.33,-4.75,-0.17
"Texas","Karnes County","Both",-1.05,-2.6,0.6,-1.97,-3.91,-0.26
"Texas","Kaufman County","Males",-1.15,-2.45,0.29,-1.91,-3.37,-0.29
"Texas","Kaufman County","Females",-0.83,-2.68,1.19,-1.63,-3.55,0.71
"Texas","Kaufman County","Both",-1,-2.54,0.7,-1.78,-3.45,0.13
"Texas","Kendall County","Males",-1.92,-3.38,-0.38,-2.95,-4.63,-1.22
"Texas","Kendall County","Females",-2.03,-4.14,0.25,-2.9,-5.2,-0.5
"Texas","Kendall County","Both",-1.97,-3.69,-0.11,-2.93,-4.92,-0.9
"Texas","Kenedy County","Males",-1.85,-3.51,-0.24,-2.71,-4.56,-0.72
"Texas","Kenedy County","Females",-1.91,-4.42,0.44,-2.27,-4.91,0.7
"Texas","Kenedy County","Both",-1.87,-3.82,-0.01,-2.54,-4.64,-0.2
"Texas","Kent County","Males",-2.32,-3.81,-0.86,-3.4,-5.07,-1.87
"Texas","Kent County","Females",-0.78,-2.84,1.29,-1.73,-4.1,0.56
"Texas","Kent County","Both",-1.61,-3.36,0.1,-2.61,-4.54,-0.78
"Texas","Kerr County","Males",-1.23,-2.49,0.21,-2.44,-3.89,-0.91
"Texas","Kerr County","Females",-1.7,-3.42,0.32,-2.41,-4.44,-0.05
"Texas","Kerr County","Both",-1.45,-2.93,0.28,-2.42,-4.17,-0.53
"Texas","Kimble County","Males",-1.22,-2.51,0.16,-2.2,-3.65,-0.59
"Texas","Kimble County","Females",-0.98,-2.77,1,-1.73,-3.77,0.51
"Texas","Kimble County","Both",-1.11,-2.61,0.54,-1.98,-3.73,-0.12
"Texas","King County","Males",-1.07,-2.49,0.38,-2.22,-3.76,-0.58
"Texas","King County","Females",-0.26,-2.31,2,-0.92,-3.14,1.55
"Texas","King County","Both",-0.73,-2.41,1.04,-1.67,-3.42,0.28
"Texas","Kinney County","Males",-0.13,-1.44,1.35,-0.88,-2.43,0.82
"Texas","Kinney County","Females",-0.54,-2.48,1.71,-0.77,-2.95,1.76
"Texas","Kinney County","Both",-0.3,-1.87,1.49,-0.83,-2.62,1.23
"Texas","Kleberg County","Males",-1.12,-2.65,0.39,-2.23,-3.99,-0.54
"Texas","Kleberg County","Females",-2.27,-4.5,-0.01,-2.82,-5.42,-0.44
"Texas","Kleberg County","Both",-1.56,-3.37,0.23,-2.46,-4.56,-0.5
"Texas","Knox County","Males",-0.84,-2.17,0.67,-1.79,-3.49,-0.09
"Texas","Knox County","Females",-0.38,-2.3,1.84,-1.28,-3.58,1.07
"Texas","Knox County","Both",-0.63,-2.22,1.15,-1.56,-3.53,0.47
"Texas","Lamar County","Males",-0.7,-2.11,0.6,-1.59,-3,-0.07
"Texas","Lamar County","Females",-0.62,-2.55,1.23,-1.87,-3.78,0.18
"Texas","Lamar County","Both",-0.66,-2.32,0.88,-1.72,-3.34,0.04
"Texas","Lamb County","Males",-1.29,-2.82,0.07,-2.29,-3.94,-0.78
"Texas","Lamb County","Females",-1.11,-3.26,0.93,-2.03,-4.35,0.12
"Texas","Lamb County","Both",-1.21,-3.03,0.42,-2.18,-4.07,-0.42
"Texas","Lampasas County","Males",-1.04,-2.37,0.39,-2.12,-3.78,-0.52
"Texas","Lampasas County","Females",-1.09,-3.02,1.01,-1.78,-4.07,0.46
"Texas","Lampasas County","Both",-1.06,-2.7,0.67,-1.96,-3.87,-0.11
"Texas","La Salle County","Males",-0.36,-1.79,1.17,-1.33,-3.06,0.48
"Texas","La Salle County","Females",-1.15,-3.34,1.27,-1.81,-4.38,1.04
"Texas","La Salle County","Both",-0.66,-2.36,1.2,-1.51,-3.52,0.67
"Texas","Lavaca County","Males",-0.97,-2.3,0.36,-1.96,-3.53,-0.36
"Texas","Lavaca County","Females",-1.37,-3.21,0.53,-2.21,-4.27,0.02
"Texas","Lavaca County","Both",-1.16,-2.69,0.4,-2.08,-3.82,-0.18
"Texas","Lee County","Males",-0.99,-2.37,0.38,-1.99,-3.54,-0.41
"Texas","Lee County","Females",-0.89,-2.92,1.16,-1.57,-3.81,0.71
"Texas","Lee County","Both",-0.95,-2.6,0.67,-1.8,-3.61,0.07
"Texas","Leon County","Males",-0.47,-1.85,0.87,-1.54,-3.13,-0.06
"Texas","Leon County","Females",-0.03,-1.96,1.96,-0.95,-3.17,1.21
"Texas","Leon County","Both",-0.26,-1.89,1.37,-1.26,-3.09,0.54
"Texas","Liberty County","Males",-0.42,-1.73,0.9,-1.34,-2.84,0.21
"Texas","Liberty County","Females",-0.69,-2.5,1.18,-1.83,-3.95,0.29
"Texas","Liberty County","Both",-0.55,-2.09,1.03,-1.57,-3.31,0.26
"Texas","Limestone County","Males",-0.71,-2.07,0.55,-1.84,-3.41,-0.38
"Texas","Limestone County","Females",-0.81,-2.67,1,-1.64,-3.8,0.59
"Texas","Limestone County","Both",-0.76,-2.36,0.74,-1.74,-3.52,0.03
"Texas","Lipscomb County","Males",-0.98,-2.41,0.44,-2.02,-3.55,-0.34
"Texas","Lipscomb County","Females",-1.26,-3.34,0.79,-2.22,-4.36,0.17
"Texas","Lipscomb County","Both",-1.11,-2.84,0.59,-2.11,-3.99,-0.16
"Texas","Live Oak County","Males",-0.94,-2.33,0.39,-1.92,-3.54,-0.44
"Texas","Live Oak County","Females",-0.58,-2.67,1.33,-1.31,-3.66,0.89
"Texas","Live Oak County","Both",-0.79,-2.49,0.77,-1.65,-3.6,0.08
"Texas","Llano County","Males",-0.54,-2.01,0.84,-1.42,-2.96,0.04
"Texas","Llano County","Females",0.42,-1.47,2.3,-0.39,-2.47,1.54
"Texas","Llano County","Both",-0.07,-1.7,1.53,-0.91,-2.66,0.73
"Texas","Loving County","Males",0.38,-0.97,1.75,-0.58,-2.14,0.91
"Texas","Loving County","Females",-0.86,-2.83,1.19,-1.58,-3.78,0.64
"Texas","Loving County","Both",-0.18,-1.81,1.49,-1.03,-2.83,0.75
"Texas","Lubbock County","Males",-1.37,-2.62,-0.21,-2.22,-3.64,-0.74
"Texas","Lubbock County","Females",-0.98,-2.46,0.44,-1.88,-3.8,0.01
"Texas","Lubbock County","Both",-1.19,-2.53,0.1,-2.07,-3.66,-0.41
"Texas","Lynn County","Males",-1.6,-3.08,-0.23,-2.49,-4.18,-0.87
"Texas","Lynn County","Females",-0.71,-2.73,1.38,-1.68,-4.02,0.57
"Texas","Lynn County","Both",-1.2,-2.91,0.46,-2.12,-4.13,-0.25
"Texas","McCulloch County","Males",-0.84,-2.15,0.54,-1.74,-3.24,-0.18
"Texas","McCulloch County","Females",-1.13,-3.01,0.84,-2.08,-4.18,0.15
"Texas","McCulloch County","Both",-0.97,-2.53,0.65,-1.9,-3.67,-0.04
"Texas","McLennan County","Males",-0.94,-2.21,0.25,-2.3,-3.68,-0.84
"Texas","McLennan County","Females",-1.07,-2.76,0.58,-1.67,-3.58,0.3
"Texas","McLennan County","Both",-1,-2.45,0.39,-2,-3.61,-0.32
"Texas","McMullen County","Males",-0.15,-1.54,1.17,-0.79,-2.4,0.73
"Texas","McMullen County","Females",1.65,-0.36,3.56,1.15,-1.17,3.28
"Texas","McMullen County","Both",0.65,-1,2.21,0.09,-1.84,1.78
"Texas","Madison County","Males",-0.33,-1.63,0.99,-1.35,-2.88,0.15
"Texas","Madison County","Females",0.34,-1.46,2.28,-0.67,-2.73,1.47
"Texas","Madison County","Both",-0.04,-1.51,1.56,-1.04,-2.8,0.76
"Texas","Marion County","Males",-0.44,-1.75,0.96,-1.53,-3.04,0.01
"Texas","Marion County","Females",-0.4,-2.19,1.54,-1.25,-3.26,0.9
"Texas","Marion County","Both",-0.42,-1.98,1.23,-1.4,-3.14,0.38
"Texas","Martin County","Males",-1.44,-2.76,-0.01,-2.37,-3.94,-0.8
"Texas","Martin County","Females",-0.45,-2.35,1.6,-1.21,-3.41,1.17
"Texas","Martin County","Both",-0.99,-2.58,0.68,-1.84,-3.67,0.02
"Texas","Mason County","Males",-1.46,-2.99,0.02,-2.49,-4.12,-0.78
"Texas","Mason County","Females",-1.39,-3.51,0.69,-2.43,-4.59,-0.04
"Texas","Mason County","Both",-1.43,-3.23,0.29,-2.46,-4.3,-0.48
"Texas","Matagorda County","Males",-1.09,-2.43,0.29,-2.14,-3.72,-0.61
"Texas","Matagorda County","Females",-1.94,-3.8,0.03,-2.36,-4.59,-0.12
"Texas","Matagorda County","Both",-1.47,-3.05,0.17,-2.24,-4.09,-0.39
"Texas","Maverick County","Males",-1.42,-3.02,0.07,-2.56,-4.42,-0.81
"Texas","Maverick County","Females",-4.05,-6.41,-1.89,-3.8,-6.19,-1.32
"Texas","Maverick County","Both",-2.39,-4.28,-0.65,-3.02,-5.07,-1.09
"Texas","Medina County","Males",-1.61,-2.94,-0.21,-2.56,-4.14,-0.99
"Texas","Medina County","Females",-1.62,-3.47,0.38,-2.57,-4.77,-0.24
"Texas","Medina County","Both",-1.61,-3.15,0.02,-2.56,-4.4,-0.72
"Texas","Menard County","Males",-0.47,-1.91,0.97,-1.32,-2.84,0.31
"Texas","Menard County","Females",-0.66,-2.74,1.41,-1.69,-3.88,0.48
"Texas","Menard County","Both",-0.55,-2.27,1.16,-1.49,-3.28,0.36
"Texas","Midland County","Males",-1.25,-2.55,0.12,-1.8,-3.31,-0.29
"Texas","Midland County","Females",-0.87,-2.54,0.92,-1.19,-3.22,0.99
"Texas","Midland County","Both",-1.08,-2.53,0.47,-1.53,-3.2,0.29
"Texas","Milam County","Males",-1.02,-2.39,0.33,-2.11,-3.68,-0.65
"Texas","Milam County","Females",-0.56,-2.55,1.35,-1.51,-3.72,0.68
"Texas","Milam County","Both",-0.82,-2.44,0.77,-1.85,-3.67,-0.16
"Texas","Mills County","Males",-0.69,-2.13,0.7,-1.52,-3.13,0.09
"Texas","Mills County","Females",-0.73,-2.7,1.24,-1.63,-3.82,0.56
"Texas","Mills County","Both",-0.71,-2.37,0.95,-1.57,-3.44,0.31
"Texas","Mitchell County","Males",-0.61,-1.96,0.78,-1.6,-3.25,-0.04
"Texas","Mitchell County","Females",-0.81,-2.93,1.31,-1.52,-3.85,0.78
"Texas","Mitchell County","Both",-0.69,-2.36,0.99,-1.57,-3.47,0.29
"Texas","Montague County","Males",-0.74,-2.01,0.65,-1.62,-3.23,-0.02
"Texas","Montague County","Females",-1.27,-3.07,0.67,-2,-4.1,0.32
"Texas","Montague County","Both",-0.99,-2.5,0.64,-1.8,-3.63,0.12
"Texas","Montgomery County","Males",-1.37,-2.61,-0.12,-2.08,-3.54,-0.59
"Texas","Montgomery County","Females",-1.67,-3.35,0.04,-2.96,-4.89,-0.96
"Texas","Montgomery County","Both",-1.51,-2.95,-0.06,-2.5,-4.18,-0.79
"Texas","Moore County","Males",-1.54,-2.94,-0.15,-2.5,-3.95,-0.99
"Texas","Moore County","Females",-1.84,-3.86,0.2,-2.81,-4.86,-0.59
"Texas","Moore County","Both",-1.67,-3.33,0.03,-2.63,-4.3,-0.86
"Texas","Morris County","Males",-0.72,-2.12,0.61,-1.87,-3.49,-0.28
"Texas","Morris County","Females",-0.56,-2.5,1.31,-1.59,-3.83,0.66
"Texas","Morris County","Both",-0.65,-2.29,0.92,-1.74,-3.63,0.14
"Texas","Motley County","Males",-0.95,-2.37,0.44,-2.03,-3.71,-0.41
"Texas","Motley County","Females",-1.45,-3.53,0.6,-2.56,-4.88,-0.16
"Texas","Motley County","Both",-1.17,-2.88,0.5,-2.27,-4.2,-0.3
"Texas","Nacogdoches County","Males",-0.91,-2.26,0.46,-2.05,-3.56,-0.41
"Texas","Nacogdoches County","Females",-1.01,-2.9,0.96,-1.81,-3.84,0.49
"Texas","Nacogdoches County","Both",-0.95,-2.55,0.69,-1.94,-3.64,-0.02
"Texas","Navarro County","Males",-0.74,-2.08,0.44,-1.81,-3.36,-0.4
"Texas","Navarro County","Females",-0.84,-2.62,0.84,-1.8,-4,0.12
"Texas","Navarro County","Both",-0.78,-2.35,0.6,-1.8,-3.62,-0.17
"Texas","Newton County","Males",-0.82,-2.07,0.48,-1.78,-3.26,-0.43
"Texas","Newton County","Females",0.39,-1.5,2.27,-0.6,-2.62,1.4
"Texas","Newton County","Both",-0.27,-1.82,1.31,-1.23,-2.92,0.36
"Texas","Nolan County","Males",-1.04,-2.4,0.34,-1.95,-3.46,-0.42
"Texas","Nolan County","Females",-0.84,-2.79,1.08,-1.64,-3.86,0.56
"Texas","Nolan County","Both",-0.95,-2.56,0.66,-1.8,-3.65,0.01
"Texas","Nueces County","Males",-0.82,-2.15,0.45,-1.99,-3.72,-0.48
"Texas","Nueces County","Females",-1.8,-3.69,-0.05,-2.12,-4.43,0.02
"Texas","Nueces County","Both",-1.23,-2.8,0.24,-2.04,-3.98,-0.32
"Texas","Ochiltree County","Males",-1.1,-2.42,0.21,-2.27,-3.75,-0.74
"Texas","Ochiltree County","Females",-1.41,-3.24,0.55,-2.33,-4.41,-0.02
"Texas","Ochiltree County","Both",-1.24,-2.78,0.34,-2.3,-4.07,-0.46
"Texas","Oldham County","Males",-0.92,-2.37,0.5,-1.8,-3.45,-0.19
"Texas","Oldham County","Females",-0.75,-2.75,1.28,-1.83,-4.17,0.52
"Texas","Oldham County","Both",-0.84,-2.56,0.87,-1.81,-3.73,0.12
"Texas","Orange County","Males",-0.19,-1.43,1.05,-1.17,-2.51,0.25
"Texas","Orange County","Females",-0.25,-1.96,1.46,-0.93,-2.89,1.09
"Texas","Orange County","Both",-0.22,-1.68,1.24,-1.06,-2.69,0.6
"Texas","Palo Pinto County","Males",-0.77,-1.99,0.46,-1.8,-3.23,-0.41
"Texas","Palo Pinto County","Females",-0.79,-2.5,0.92,-1.39,-3.35,0.64
"Texas","Palo Pinto County","Both",-0.78,-2.2,0.68,-1.6,-3.26,0.05
"Texas","Panola County","Males",-0.22,-1.63,1.02,-1.14,-2.61,0.18
"Texas","Panola County","Females",-0.17,-2.04,1.54,-0.63,-2.68,1.31
"Texas","Panola County","Both",-0.19,-1.83,1.26,-0.9,-2.59,0.72
"Texas","Parker County","Males",-1.24,-2.61,0.05,-2.3,-3.83,-0.83
"Texas","Parker County","Females",-1.22,-3.15,0.61,-2.02,-4.01,0.02
"Texas","Parker County","Both",-1.23,-2.84,0.29,-2.16,-3.94,-0.51
"Texas","Parmer County","Males",-1.33,-2.73,0,-2.5,-4.36,-0.93
"Texas","Parmer County","Females",-1.18,-3.23,0.74,-1.98,-4.47,0.3
"Texas","Parmer County","Both",-1.27,-2.95,0.32,-2.27,-4.41,-0.42
"Texas","Pecos County","Males",-0.54,-1.94,0.87,-1.27,-2.84,0.23
"Texas","Pecos County","Females",-1.28,-3.44,0.92,-2,-4.35,0.29
"Texas","Pecos County","Both",-0.82,-2.51,0.89,-1.55,-3.39,0.21
"Texas","Polk County","Males",-0.2,-1.45,1.09,-1.19,-2.65,0.23
"Texas","Polk County","Females",-0.19,-1.93,1.6,-1.01,-2.99,1.05
"Texas","Polk County","Both",-0.19,-1.68,1.32,-1.1,-2.83,0.58
"Texas","Potter County","Males",-0.94,-2.28,0.26,-1.84,-3.36,-0.4
"Texas","Potter County","Females",-1.55,-3.5,0.24,-2.59,-4.73,-0.52
"Texas","Potter County","Both",-1.21,-2.81,0.26,-2.18,-3.99,-0.5
"Texas","Presidio County","Males",-2.38,-4,-0.73,-4,-5.95,-2.13
"Texas","Presidio County","Females",-3.13,-5.35,-0.7,-2.97,-5.61,-0.29
"Texas","Presidio County","Both",-2.7,-4.56,-0.74,-3.58,-5.8,-1.42
"Texas","Rains County","Males",-0.36,-1.72,0.89,-1.03,-2.59,0.45
"Texas","Rains County","Females",-0.12,-2.09,1.7,-0.73,-2.76,1.41
"Texas","Rains County","Both",-0.25,-1.89,1.27,-0.89,-2.61,0.88
"Texas","Randall County","Males",-0.72,-2.06,0.75,-1.61,-3.2,0
"Texas","Randall County","Females",-0.57,-2.4,1.42,-1.68,-3.82,0.55
"Texas","Randall County","Both",-0.65,-2.22,1.05,-1.64,-3.47,0.23
"Texas","Reagan County","Males",-1.65,-3,-0.23,-2.4,-3.98,-0.8
"Texas","Reagan County","Females",-1,-2.94,1.15,-1.57,-3.79,0.64
"Texas","Reagan County","Both",-1.37,-2.96,0.33,-2.04,-3.84,-0.22
"Texas","Real County","Males",-0.93,-2.34,0.49,-2.09,-3.72,-0.49
"Texas","Real County","Females",-1.39,-3.37,0.63,-2.32,-4.64,-0.03
"Texas","Real County","Both",-1.14,-2.79,0.54,-2.2,-4.16,-0.31
"Texas","Red River County","Males",-0.46,-1.75,0.72,-1.39,-2.88,-0.06
"Texas","Red River County","Females",-0.58,-2.39,1.2,-1.89,-3.94,0.19
"Texas","Red River County","Both",-0.52,-2.04,0.92,-1.62,-3.33,0
"Texas","Reeves County","Males",-0.74,-2.08,0.66,-1.51,-3.15,0.05
"Texas","Reeves County","Females",-2.08,-4.11,0.11,-2.54,-4.94,-0.1
"Texas","Reeves County","Both",-1.26,-2.88,0.44,-1.91,-3.81,-0.09
"Texas","Refugio County","Males",-1.08,-2.47,0.34,-1.96,-3.54,-0.17
"Texas","Refugio County","Females",-0.98,-2.96,1.07,-1.66,-3.85,0.83
"Texas","Refugio County","Both",-1.04,-2.69,0.63,-1.83,-3.62,0.27
"Texas","Roberts County","Males",-1.66,-3.19,-0.15,-3,-4.66,-1.38
"Texas","Roberts County","Females",-1.52,-3.58,0.58,-2.78,-5.13,-0.35
"Texas","Roberts County","Both",-1.59,-3.38,0.19,-2.9,-4.87,-0.93
"Texas","Robertson County","Males",-0.79,-2.15,0.48,-1.92,-3.41,-0.53
"Texas","Robertson County","Females",-0.29,-2.2,1.5,-1.22,-3.31,0.75
"Texas","Robertson County","Both",-0.57,-2.15,0.94,-1.6,-3.32,-0.04
"Texas","Rockwall County","Males",-1.44,-2.79,0.01,-2.21,-3.82,-0.59
"Texas","Rockwall County","Females",-1.69,-3.62,0.42,-2.73,-4.93,-0.48
"Texas","Rockwall County","Both",-1.55,-3.15,0.19,-2.45,-4.29,-0.6
